field_id,crop,production_q
F1,Soyabean,6590.0
F1,Groundnut,64865.0
F1,Maize,185397.5
F1,Onion,43190.0
F1,Wheat,103707.5
F1,Maize,21700.0
F1,Onion,11802.5
F1,Rice,50.0
F1,Banana,36930.0
F1,Coconut,17272.5
F1,Garlic,40.0
F1,Turmeric,56187.5
F1,Groundnut,1802.5
F1,Maize,265385.0
F1,Onion,173230.0
F1,Rice,312.5
F1,Soyabean,560.0
F1,Maize,157562.5
F1,Onion,22290.0
F1,Wheat,46655.0
F1,Groundnut,69372.5
F1,Maize,21080.0
F1,Onion,7102.5
F1,Coconut,16342.5
F1,Garlic,32.5
F1,Turmeric,22897.5
F1,Groundnut,3635.0
F1,Maize,458270.0
F1,Onion,242152.5
F1,Rice,400.0
F1,Soyabean,9032.5
F1,Maize,169117.5
F1,Onion,24325.0
F1,Wheat,51782.5
F1,Groundnut,66867.5
F1,Maize,20960.0
F1,Onion,8190.0
F1,Coconut,15392.5
F1,Turmeric,24175.0
F1,Groundnut,3360.0
F1,Maize,416357.5
F1,Onion,206875.0
F1,Rice,190.0
F1,Soyabean,6002.5
F1,Maize,203470.0
F1,Onion,25127.5
F1,Wheat,90177.5
F1,Groundnut,65995.0
F1,Maize,24365.0
F1,Onion,7200.0
F1,Coconut,16575.0
F1,Turmeric,37512.5
F1,Rice,65640.0
F1,Rice,1055.0
F1,Rice,30995.0
F1,Groundnut,61225.0
F1,Maize,37680.0
F1,Onion,805.0
F1,Potato,23007.5
F1,Rice,98917.5
F1,Soyabean,132.5
F1,Groundnut,3297.5
F1,Maize,347.5
F1,Potato,11680.0
F1,Maize,2445.0
F1,Onion,4652.5
F1,Potato,26660.0
F1,Rice,53765.0
F1,Coconut,168512.5
F1,Garlic,82.5
F1,Turmeric,492.5
F1,Groundnut,35682.5
F1,Maize,37690.0
F1,Rice,81025.0
F1,Soyabean,42.5
F1,Groundnut,1340.0
F1,Maize,372.5
F1,Rice,4322.5
F1,Wheat,12.5
F1,Maize,882.5
F1,Rice,54410.0
F1,Banana,115395.0
F1,Coconut,175570.0
F1,Garlic,52.5
F1,Onion,997.5
F1,Potato,36610.0
F1,Tapioca,3135.0
F1,Turmeric,530.0
F1,Groundnut,41490.0
F1,Maize,39612.5
F1,Rice,92722.5
F1,Soyabean,37.5
F1,Groundnut,2637.5
F1,Maize,132.5
F1,Rice,3830.0
F1,Maize,1990.0
F1,Rice,46225.0
F1,Banana,78757.5
F1,Coconut,179997.5
F1,Garlic,7.5
F1,Onion,720.0
F1,Potato,73200.0
F1,Tapioca,3150.0
F1,Turmeric,1695.0
F1,Groundnut,35290.0
F1,Maize,59295.0
F1,Rice,70805.0
F1,Maize,227.5
F1,Rice,810.0
F1,Maize,2742.5
F1,Rice,19727.5
F1,Coconut,196535.0
F1,Onion,1157.5
F1,Potato,67665.0
F1,Turmeric,507.5
F1,Groundnut,25652.5
F1,Maize,37050.0
F1,Rice,32382.5
F1,Groundnut,157.5
F1,Maize,1255.0
F1,Rice,167.5
F1,Maize,670.0
F1,Rice,2980.0
F1,Banana,62705.0
F1,Brinjal,5002.5
F1,Coconut,191860.0
F1,Grapes,93315.0
F1,Mango,399165.0
F1,Onion,150.0
F1,Papaya,432.5
F1,Potato,13145.0
F1,Tapioca,4510.0
F1,Tomato,65492.5
F1,Turmeric,282.5
F1,Groundnut,24337.5
F1,Maize,80520.0
F1,Rice,34695.0
F1,Groundnut,1025.0
F1,Maize,575.0
F1,Rice,1777.5
F1,Maize,647.5
F1,Rice,4800.0
F1,Banana,54682.5
F1,Brinjal,4677.5
F1,Coconut,180265.0
F1,Grapes,93822.5
F1,Mango,204222.5
F1,Onion,122.5
F1,Potato,52215.0
F1,Tapioca,3795.0
F1,Tomato,41102.5
F1,Turmeric,3480.0
F1,Groundnut,56707.5
F1,Maize,60262.5
F1,Rice,59419.075000000004
F1,Groundnut,1062.5
F1,Maize,547.5
F1,Rice,42.5
F1,Maize,1537.5
F1,Rice,8947.5
F1,Banana,133377.5
F1,Coconut,1789915.05
F1,Onion,797.5
F1,Potato,56145.0
F1,Tapioca,3947.5
F1,Turmeric,142.5
F1,Groundnut,27125.0
F1,Maize,94212.5
F1,Onion,1045.0
F1,Potato,3280.0
F1,Rice,55452.5
F1,Groundnut,252.5
F1,Maize,1242.5
F1,Onion,415.0
F1,Potato,43630.0
F1,Rice,100.0
F1,Maize,2860.0
F1,Onion,207.5
F1,Potato,3472.5
F1,Rice,16277.5
F1,Banana,120455.0
F1,Coconut,172385.0
F1,Garlic,22.5
F1,Tapioca,182.5
F1,Turmeric,240.0
F1,Groundnut,10235.0
F1,Maize,59952.5
F1,Rice,37297.5
F1,Groundnut,50.0
F1,Maize,1260.0
F1,Rice,75.0
F1,Maize,825.0
F1,Rice,1362.5
F1,Banana,661907.5
F1,Coconut,173332.5
F1,Garlic,12.5
F1,Onion,865.0
F1,Potato,104705.0
F1,Tapioca,55.0
F1,Turmeric,302.5
F1,Groundnut,1542.5
F1,Maize,96627.5
F1,Onion,745.0
F1,Potato,1895.0
F1,Rice,14820.0
F1,Groundnut,120.0
F1,Maize,982.5
F1,Onion,167.5
F1,Potato,32300.0
F1,Rice,87.5
F1,Maize,685.0
F1,Onion,62.5
F1,Potato,6670.0
F1,Rice,762.5
F1,Banana,85352.5
F1,Coconut,50470.0
F1,Garlic,10.0
F1,Tapioca,110.0
F1,Turmeric,155.0
F1,Groundnut,1747.5
F1,Maize,120810.0
F1,Onion,855.0
F1,Potato,905.0
F1,Rice,19383.699999999997
F1,Groundnut,42.5
F1,Maize,670.0
F1,Onion,317.5
F1,Potato,41305.0
F1,Rice,65.0
F1,Maize,1195.0
F1,Onion,232.5
F1,Potato,6770.0
F1,Rice,3315.0
F1,Banana,65457.5
F1,Coconut,68970.0
F1,Garlic,17.5
F1,Tapioca,72.5
F1,Turmeric,72.5
F1,Groundnut,742.5
F1,Maize,125032.5
F1,Onion,680.0
F1,Potato,1622.5
F1,Rice,16877.95
F1,Groundnut,67.5
F1,Maize,245.0
F1,Onion,325.0
F1,Potato,33432.5
F1,Rice,17.5
F1,Maize,752.5
F1,Onion,172.5
F1,Potato,6795.0
F1,Rice,1062.5
F1,Banana,99380.0
F1,Coconut,80060.0
F1,Garlic,20.0
F1,Tapioca,115.0
F1,Turmeric,37.5
F1,Groundnut,1257.5
F1,Maize,133322.5
F1,Onion,1155.0
F1,Potato,2165.0
F1,Rice,11215.0
F1,Groundnut,145.0
F1,Maize,912.5
F1,Onion,752.5
F1,Potato,67855.0
F1,Wheat,35.0
F1,Maize,892.5
F1,Onion,107.5
F1,Potato,5190.0
F1,Rice,1252.5
F1,Banana,115392.5
F1,Coconut,107615.0
F1,Garlic,30.0
F1,Tapioca,137.5
F1,Groundnut,1350.0
F1,Maize,165837.5
F1,Onion,667.5
F1,Potato,3740.0
F1,Rice,12090.0
F1,Groundnut,57.5
F1,Maize,807.5
F1,Onion,835.0
F1,Potato,45352.5
F1,Wheat,17.5
F1,Maize,817.5
F1,Onion,62.5
F1,Potato,5410.0
F1,Rice,1302.5
F1,Banana,79785.0
F1,Coconut,100385.0
F1,Garlic,27.5
F1,Tapioca,237.5
F1,Turmeric,37.5
F1,Groundnut,635.0
F1,Maize,83017.5
F1,Onion,557.5
F1,Potato,3305.0
F1,Rice,6990.0
F1,Groundnut,245.0
F1,Maize,620.0
F1,Onion,115.0
F1,Potato,18415.0
F1,Rice,5.0
F1,Maize,567.5
F1,Onion,142.5
F1,Potato,8502.5
F1,Rice,102.5
F1,Coconut,84867.5
F1,Garlic,2.5
F1,Tapioca,52.5
F1,Turmeric,22.5
F1,Groundnut,257.5
F1,Maize,72327.5
F1,Onion,495.0
F1,Potato,15772.5
F1,Rice,5492.5
F1,Maize,857.5
F1,Onion,262.5
F1,Potato,14525.0
F1,Groundnut,92.5
F1,Maize,632.5
F1,Onion,3572.5
F1,Potato,807.5
F1,Rice,1157.5
F1,Coconut,55180.0
F1,Garlic,2.5
F1,Tapioca,87.5
F1,Turmeric,12.5
F1,Groundnut,387.5
F1,Maize,110165.0
F1,Onion,885.0
F1,Potato,6755.0
F1,Rice,5232.5
F1,Maize,1072.5
F1,Onion,182.5
F1,Potato,16575.0
F1,Groundnut,50.0
F1,Maize,807.5
F1,Onion,72.5
F1,Potato,2227.5
F1,Rice,375.0
F1,Coconut,50307.5
F1,Garlic,7.5
F1,Tapioca,135.0
F1,Turmeric,15.0
F1,Groundnut,145435.0
F1,Maize,453297.5
F1,Rice,229192.5
F1,Groundnut,13912.5
F1,Maize,125257.5
F1,Wheat,103050.0
F1,Maize,16802.5
F1,Rice,285.0
F1,Garlic,2287.5
F1,Turmeric,11240.0
F1,Groundnut,170727.5
F1,Maize,599127.5
F1,Onion,10847.5
F1,Potato,156722.5
F1,Rice,285125.0
F1,Soyabean,147165.0
F1,Groundnut,13282.5
F1,Maize,146740.0
F1,Onion,18197.5
F1,Potato,2780.0
F1,Wheat,153375.0
F1,Maize,20110.0
F1,Onion,13100.0
F1,Potato,1555.0
F1,Rice,242.5
F1,Coconut,2225.0
F1,Garlic,2295.0
F1,Turmeric,12837.5
F1,Groundnut,172192.5
F1,Maize,560455.0
F1,Rice,299142.5
F1,Soyabean,125217.5
F1,Groundnut,14637.5
F1,Maize,194037.5
F1,Wheat,163712.5
F1,Maize,18110.0
F1,Rice,80.0
F1,Banana,75417.5
F1,Coconut,2717.5
F1,Garlic,2365.0
F1,Onion,67537.5
F1,Potato,177952.5
F1,Turmeric,15065.0
F1,Groundnut,193297.5
F1,Maize,540150.0
F1,Rice,263092.5
F1,Soyabean,142220.0
F1,Groundnut,17172.5
F1,Maize,153925.0
F1,Wheat,181232.5
F1,Maize,20875.0
F1,Banana,75352.5
F1,Coconut,1972.5
F1,Garlic,1667.5
F1,Onion,19457.5
F1,Potato,149762.5
F1,Turmeric,28672.5
F1,Groundnut,112407.5
F1,Maize,327417.5
F1,Rice,140875.0
F1,Soyabean,89615.0
F1,Maize,179150.0
F1,Wheat,124375.0
F1,Maize,13062.5
F1,Rice,492.5
F1,Coconut,2152.5
F1,Onion,29087.5
F1,Potato,157520.0
F1,Turmeric,20732.5
F1,Groundnut,96755.0
F1,Maize,327505.0
F1,Rice,94685.0
F1,Soyabean,107075.0
F1,Groundnut,9337.5
F1,Maize,134307.5
F1,Wheat,95282.5
F1,Maize,10057.5
F1,Rice,1012.5
F1,Banana,43432.5
F1,Brinjal,21860.0
F1,Coconut,2325.0
F1,Garlic,1587.5
F1,Grapes,28387.5
F1,Mango,2945.0
F1,Onion,34117.5
F1,Papaya,252.5
F1,Potato,90667.5
F1,Tomato,22417.5
F1,Turmeric,9927.5
F1,Groundnut,78922.5
F1,Maize,262205.0
F1,Rice,122127.5
F1,Soyabean,67810.0
F1,Groundnut,16172.5
F1,Maize,125512.5
F1,Wheat,80012.5
F1,Maize,8972.5
F1,Rice,1075.0
F1,Banana,35747.5
F1,Brinjal,7377.5
F1,Coconut,6290.0
F1,Garlic,852.5
F1,Grapes,46185.0
F1,Mango,1437.5
F1,Onion,21732.5
F1,Potato,124290.0
F1,Tomato,17645.0
F1,Turmeric,7505.0
F1,Groundnut,98757.5
F1,Maize,745342.5
F1,Rice,287461.925
F1,Soyabean,148617.5
F1,Groundnut,19952.5
F1,Maize,198617.5
F1,Wheat,147780.0
F1,Maize,16572.5
F1,Rice,1587.5
F1,Banana,47885.0
F1,Coconut,65156.225000000006
F1,Garlic,1270.0
F1,Onion,76717.5
F1,Potato,110812.5
F1,Turmeric,12877.5
F1,Groundnut,71542.5
F1,Maize,829630.0
F1,Onion,76280.0
F1,Potato,25815.0
F1,Rice,363750.0
F1,Soyabean,95697.5
F1,Groundnut,21275.0
F1,Maize,363197.5
F1,Onion,9200.0
F1,Potato,7232.5
F1,Wheat,164072.5
F1,Maize,22927.5
F1,Onion,915.0
F1,Potato,370.0
F1,Rice,1210.0
F1,Banana,124210.0
F1,Coconut,6580.0
F1,Garlic,1522.5
F1,Turmeric,15677.5
F1,Groundnut,74062.5
F1,Maize,797885.0
F1,Rice,247127.5
F1,Soyabean,147440.0
F1,Groundnut,17162.5
F1,Maize,243657.5
F1,Wheat,224832.5
F1,Maize,28172.5
F1,Rice,1007.5
F1,Banana,118082.5
F1,Coconut,6805.0
F1,Garlic,1390.0
F1,Onion,153637.5
F1,Potato,65322.5
F1,Turmeric,4172.5
F1,Groundnut,93655.0
F1,Maize,981962.5
F1,Onion,173012.5
F1,Potato,41650.0
F1,Rice,250065.0
F1,Soyabean,138467.5
F1,Groundnut,23310.0
F1,Maize,240460.0
F1,Onion,8470.0
F1,Potato,4000.0
F1,Wheat,195315.0
F1,Maize,23347.5
F1,Onion,422.5
F1,Rice,1237.5
F1,Banana,224537.5
F1,Coconut,4047.5
F1,Garlic,2242.5
F1,Turmeric,38250.0
F1,Groundnut,66252.5
F1,Maize,742655.0
F1,Onion,64852.5
F1,Potato,74127.5
F1,Rice,232961.42500000002
F1,Soyabean,117880.0
F1,Groundnut,9280.0
F1,Maize,299620.0
F1,Onion,4737.5
F1,Potato,5137.5
F1,Wheat,172115.0
F1,Maize,24895.0
F1,Onion,410.0
F1,Rice,1207.5
F1,Banana,191345.0
F1,Coconut,5532.5
F1,Garlic,8297.5
F1,Turmeric,16255.0
F1,Groundnut,60130.0
F1,Maize,578452.5
F1,Onion,89825.0
F1,Potato,131960.0
F1,Rice,209541.275
F1,Soyabean,123295.0
F1,Groundnut,18410.0
F1,Maize,253782.5
F1,Onion,6297.5
F1,Potato,6607.5
F1,Wheat,147487.5
F1,Maize,26710.0
F1,Onion,440.0
F1,Rice,1207.5
F1,Banana,242895.0
F1,Coconut,6115.0
F1,Garlic,1457.5
F1,Turmeric,12880.0
F1,Groundnut,70582.5
F1,Maize,1073387.5
F1,Onion,131135.0
F1,Potato,121677.5
F1,Rice,348000.0
F1,Soyabean,161787.5
F1,Groundnut,14017.5
F1,Maize,259527.5
F1,Onion,18332.5
F1,Potato,4830.0
F1,Wheat,191257.5
F1,Maize,27505.0
F1,Onion,1065.0
F1,Potato,115.0
F1,Rice,930.0
F1,Banana,263557.5
F1,Coconut,8030.0
F1,Garlic,6345.0
F1,Turmeric,15355.0
F1,Groundnut,66652.5
F1,Maize,966422.5
F1,Onion,120090.0
F1,Potato,104767.5
F1,Rice,396895.0
F1,Soyabean,195962.5
F1,Groundnut,13575.0
F1,Maize,273687.5
F1,Onion,6077.5
F1,Potato,5435.0
F1,Wheat,111140.0
F1,Maize,19992.5
F1,Onion,492.5
F1,Rice,782.5
F1,Banana,257615.0
F1,Coconut,7630.0
F1,Garlic,7487.5
F1,Turmeric,17835.0
F1,Groundnut,57430.0
F1,Maize,579235.0
F1,Onion,24387.5
F1,Potato,144417.5
F1,Rice,237045.0
F1,Soyabean,100945.0
F1,Groundnut,12997.5
F1,Maize,279002.5
F1,Onion,13272.5
F1,Potato,23267.5
F1,Wheat,106475.0
F1,Groundnut,3642.5
F1,Maize,23840.0
F1,Onion,837.5
F1,Potato,3215.0
F1,Rice,650.0
F1,Coconut,3250.0
F1,Garlic,4475.0
F1,Tapioca,52.5
F1,Turmeric,17450.0
F1,Groundnut,85847.5
F1,Maize,952730.0
F1,Onion,98167.5
F1,Potato,145990.0
F1,Rice,308952.5
F1,Soyabean,122897.5
F1,Maize,267565.0
F1,Onion,7445.0
F1,Potato,35915.0
F1,Wheat,93577.5
F1,Groundnut,12170.0
F1,Maize,20327.5
F1,Onion,40.0
F1,Potato,3792.5
F1,Rice,650.0
F1,Coconut,2102.5
F1,Garlic,3272.5
F1,Tapioca,1115.0
F1,Turmeric,22292.5
F1,Groundnut,77260.0
F1,Maize,1118670.0
F1,Onion,120330.0
F1,Potato,85862.5
F1,Rice,441720.0
F1,Soyabean,169965.0
F1,Maize,289102.5
F1,Onion,9682.5
F1,Potato,23587.5
F1,Wheat,185212.5
F1,Groundnut,9225.0
F1,Maize,43567.5
F1,Onion,1925.0
F1,Potato,3632.5
F1,Coconut,2922.5
F1,Garlic,4130.0
F1,Turmeric,12357.5
F1,Groundnut,95882.5
F1,Maize,544007.5
F1,Rice,241832.5
F1,Groundnut,54165.0
F1,Maize,3062.5
F1,Wheat,4732.5
F1,Maize,1445.0
F1,Rice,163927.5
F1,Turmeric,15.0
F1,Groundnut,153887.5
F1,Maize,239940.0
F1,Onion,134715.0
F1,Rice,312362.5
F1,Groundnut,63110.0
F1,Maize,6180.0
F1,Onion,2292.5
F1,Wheat,5482.5
F1,Maize,3530.0
F1,Onion,30060.0
F1,Rice,249355.0
F1,Coconut,14015.0
F1,Garlic,12.5
F1,Turmeric,12.5
F1,Groundnut,150505.0
F1,Maize,349457.5
F1,Rice,405202.5
F1,Groundnut,39277.5
F1,Maize,9117.5
F1,Wheat,4460.0
F1,Maize,2700.0
F1,Rice,236792.5
F1,Banana,120860.0
F1,Coconut,14002.5
F1,Garlic,12.5
F1,Onion,98890.0
F1,Turmeric,10.0
F1,Groundnut,136332.5
F1,Maize,404462.5
F1,Rice,431822.5
F1,Groundnut,33680.0
F1,Maize,3587.5
F1,Wheat,6645.0
F1,Maize,2742.5
F1,Rice,252230.0
F1,Banana,84540.0
F1,Coconut,15125.0
F1,Garlic,12.5
F1,Onion,74147.5
F1,Turmeric,10.0
F1,Groundnut,144902.5
F1,Maize,351347.5
F1,Rice,439532.5
F1,Maize,7692.5
F1,Wheat,5675.0
F1,Maize,1940.0
F1,Rice,195775.0
F1,Coconut,15087.5
F1,Onion,119325.0
F1,Turmeric,220.0
F1,Groundnut,76822.5
F1,Maize,320195.0
F1,Rice,538952.5
F1,Groundnut,16132.5
F1,Maize,16347.5
F1,Wheat,2107.5
F1,Maize,4780.0
F1,Rice,43992.5
F1,Banana,129022.5
F1,Brinjal,6200.0
F1,Coconut,18682.5
F1,Garlic,27.5
F1,Grapes,892.5
F1,Mango,10620.0
F1,Onion,144685.0
F1,Papaya,2037.5
F1,Tomato,33275.0
F1,Turmeric,55.0
F1,Groundnut,82407.5
F1,Maize,399677.5
F1,Rice,475190.0
F1,Groundnut,14737.5
F1,Maize,12772.5
F1,Wheat,1767.5
F1,Maize,3625.0
F1,Rice,69545.0
F1,Banana,118500.0
F1,Brinjal,27105.0
F1,Coconut,15660.0
F1,Garlic,20.0
F1,Grapes,1100.0
F1,Mango,4010.0
F1,Onion,105937.5
F1,Tomato,12407.5
F1,Turmeric,12.5
F1,Groundnut,64070.0
F1,Maize,387955.0
F1,Rice,445277.69999999995
F1,Groundnut,14167.5
F1,Maize,9890.0
F1,Rice,2360.0
F1,Wheat,1920.0
F1,Maize,5032.5
F1,Rice,171547.5
F1,Banana,222765.0
F1,Coconut,151803.925
F1,Garlic,7.5
F1,Onion,96082.5
F1,Turmeric,12.5
F1,Groundnut,68490.0
F1,Maize,558642.5
F1,Onion,63605.0
F1,Rice,472485.0
F1,Groundnut,13112.5
F1,Maize,20767.5
F1,Onion,7177.5
F1,Rice,4677.5
F1,Wheat,3352.5
F1,Maize,3962.5
F1,Onion,33837.5
F1,Rice,346310.0
F1,Banana,1517.5
F1,Coconut,13607.5
F1,Groundnut,32795.0
F1,Maize,449517.5
F1,Rice,511382.5
F1,Groundnut,22055.0
F1,Maize,5685.0
F1,Rice,35747.5
F1,Wheat,1995.0
F1,Maize,9252.5
F1,Rice,323052.5
F1,Banana,63587.5
F1,Coconut,14932.5
F1,Onion,58095.0
F1,Groundnut,108082.5
F1,Maize,651202.5
F1,Onion,50830.0
F1,Rice,709297.5
F1,Groundnut,23650.0
F1,Maize,22905.0
F1,Onion,3282.5
F1,Rice,3535.0
F1,Wheat,3065.0
F1,Maize,10002.5
F1,Onion,5425.0
F1,Rice,328730.0
F1,Banana,54552.5
F1,Coconut,16675.0
F1,Turmeric,77.5
F1,Groundnut,41620.0
F1,Maize,552835.0
F1,Onion,41202.5
F1,Rice,709125.45
F1,Groundnut,18592.5
F1,Maize,18717.5
F1,Onion,2037.5
F1,Rice,1750.0
F1,Wheat,3610.0
F1,Maize,15400.0
F1,Onion,7877.5
F1,Rice,392885.0
F1,Banana,124677.5
F1,Coconut,18497.5
F1,Groundnut,40477.5
F1,Maize,473750.0
F1,Onion,30542.5
F1,Rice,620950.2749999999
F1,Groundnut,18082.5
F1,Maize,12385.0
F1,Onion,6782.5
F1,Rice,462.5
F1,Wheat,2627.5
F1,Maize,9220.0
F1,Onion,9262.5
F1,Rice,331652.5
F1,Banana,141422.5
F1,Coconut,18467.5
F1,Groundnut,52127.5
F1,Maize,637120.0
F1,Onion,44902.5
F1,Rice,848440.0
F1,Groundnut,16672.5
F1,Maize,14892.5
F1,Onion,1437.5
F1,Rice,1505.0
F1,Wheat,4145.0
F1,Maize,16215.0
F1,Onion,7610.0
F1,Rice,364852.5
F1,Banana,156582.5
F1,Coconut,24232.5
F1,Groundnut,66402.5
F1,Maize,518712.5
F1,Onion,59555.0
F1,Rice,722092.5
F1,Groundnut,21082.5
F1,Maize,24575.0
F1,Onion,5332.5
F1,Wheat,2345.0
F1,Maize,11477.5
F1,Onion,4590.0
F1,Rice,348870.0
F1,Banana,167972.5
F1,Coconut,22617.5
F1,Turmeric,25.0
F1,Groundnut,83987.5
F1,Maize,603915.0
F1,Onion,35337.5
F1,Rice,723485.0
F1,Soyabean,60.0
F1,Groundnut,5585.0
F1,Maize,15962.5
F1,Onion,5760.0
F1,Wheat,1002.5
F1,Groundnut,17050.0
F1,Maize,16307.5
F1,Onion,3445.0
F1,Rice,245965.0
F1,Coconut,17280.0
F1,Groundnut,140910.0
F1,Maize,552442.5
F1,Onion,59357.5
F1,Rice,726970.0
F1,Maize,17675.0
F1,Onion,6182.5
F1,Wheat,865.0
F1,Groundnut,21162.5
F1,Maize,15212.5
F1,Onion,30120.0
F1,Potato,912.5
F1,Rice,319580.0
F1,Coconut,57540.0
F1,Groundnut,116282.5
F1,Maize,624997.5
F1,Onion,111077.5
F1,Potato,155.0
F1,Rice,716725.0
F1,Maize,16170.0
F1,Onion,9395.0
F1,Potato,885.0
F1,Rice,247.5
F1,Wheat,860.0
F1,Groundnut,17110.0
F1,Maize,12030.0
F1,Onion,12892.5
F1,Rice,303360.0
F1,Coconut,12382.5
F1,Groundnut,49965.0
F1,Maize,41065.0
F1,Rice,27582.5
F1,Groundnut,1560.0
F1,Maize,1735.0
F1,Maize,2382.5
F1,Rice,8725.0
F1,Garlic,60.0
F1,Turmeric,452.5
F1,Groundnut,1772.5
F1,Maize,8040.0
F1,Onion,837.5
F1,Potato,5547.5
F1,Rice,35637.5
F1,Groundnut,342.5
F1,Maize,845.0
F1,Maize,1552.5
F1,Potato,1017.5
F1,Rice,17117.5
F1,Coconut,39960.0
F1,Potato,9775.0
F1,Groundnut,1182.5
F1,Maize,9515.0
F1,Rice,26622.5
F1,Groundnut,140.0
F1,Maize,140.0
F1,Rice,65.0
F1,Maize,12112.5
F1,Rice,18222.5
